key,week,n,dup_rate,label_absent_rate
ppi10_dir_size,26,2511,0.18359219434488253,0.0035842293906810036
ppi10_dir_size,27,1747,0.1848883800801374,0.0022896393817973667
ppi10_dir_size,28,2164,0.14325323475046212,0.003234750462107209
ppi10_dir_size,29,1941,0.14013395157135497,0.0020607934054611026
ppi10_dir_size,30,1981,0.1226653205451792,0.002523977788995457
ppi10_dir_size,31,1883,0.1253319171534785,0.0010621348911311736
ppi10_dir_size,32,1954,0.09263050153531217,0.00255885363357216
ppi10_dir_size,33,1947,0.10477657935285054,0.0015408320493066256
ppi10_dir_size,34,2049,0.10151293313811616,0.0029282576866764276
ppi10_dir_size,35,2217,0.10284167794316644,0.0004510599909788002
ppi10_dir_size,36,2623,0.09226077011056043,0.0015249714067861228
ppi10_dir_size,37,2669,0.07868115399025852,0.0026227051330086175
ppi10_dir_size,38,2651,0.06978498679743493,0.0003772161448509996
ppi10_dir_size,39,2488,0.08360128617363344,0.0012057877813504824
ppi10_dir_size,40,2724,0.07011747430249633,0.0014684287812041115
ppi10_dir_size,41,2948,0.0708955223880597,0.0010176390773405698
ppi10_dir_size,42,3045,0.06371100164203612,0.0013136288998357964
ppi10_dir_size,43,2463,0.0682095006090134,0.0008120178643930166
ppi10_dir_size,44,2761,0.05903658094893155,0.0007243752263672582
ppi10_dir_size,45,3016,0.05205570291777188,0.0003315649867374005
ppi10_dir_size,46,2485,0.05875251509054326,0.00040241448692152917
ppi10_dir_size,47,3034,0.05372445616348055,0.0003295978905735003
ppi10_dir_size,48,2994,0.049432197728790914,0.0013360053440213762
ppi10_dir_size,49,2905,0.044061962134251294,0.0
ppi10_dir_size,50,1285,0.045914396887159536,0.0
ppi10_dir_size,51,1669,0.04733373277411624,0.0017974835230677051
ppi10_dir_size,52,332,0.06626506024096386,0.0
ppi10_dir_size,all,100000,0.14659,0.00209
